DateKey,Date,Year,CurrYearOffset,YearCompleted,Quarter Number,Quarter,Month Number of Year,Month Name,Week Number,Week & Year,WeeknYear,CurrWeekOffset,WeekCompleted,Day of Week Number,Day of Week Name,Day of Week Initial,Day Type,Fiscal Year,Fiscal Quarter
20190816,2019-08-16 00:00:00.000,2019,-4,True,3,"Q3",8,"August",33,"W33 2019",201933,-195,True,4,"Friday","F​​​​","Weekday","FY2020","FQ1 2020"
20190819,2019-08-19 00:00:00.000,2019,-4,True,3,"Q3",8,"August",34,"W34 2019",201934,-194,True,0,"Monday","M","Weekday","FY2020","FQ1 2020"
20190820,2019-08-20 00:00:00.000,2019,-4,True,3,"Q3",8,"August",34,"W34 2019",201934,-194,True,1,"Tuesday","T​","Weekday","FY2020","FQ1 2020"
20190821,2019-08-21 00:00:00.000,2019,-4,True,3,"Q3",8,"August",34,"W34 2019",201934,-194,True,2,"Wednesday","W​​","Weekday","FY2020","FQ1 2020"
20190822,2019-08-22 00:00:00.000,2019,-4,True,3,"Q3",8,"August",34,"W34 2019",201934,-194,True,3,"Thursday","T​​​","Weekday","FY2020","FQ1 2020"
20190823,2019-08-23 00:00:00.000,2019,-4,True,3,"Q3",8,"August",34,"W34 2019",201934,-194,True,4,"Friday","F​​​​","Weekday","FY2020","FQ1 2020"
20190826,2019-08-26 00:00:00.000,2019,-4,True,3,"Q3",8,"August",35,"W35 2019",201935,-193,True,0,"Monday","M","Weekday","FY2020","FQ1 2020"
20190827,2019-08-27 00:00:00.000,2019,-4,True,3,"Q3",8,"August",35,"W35 2019",201935,-193,True,1,"Tuesday","T​","Weekday","FY2020","FQ1 2020"
20190828,2019-08-28 00:00:00.000,2019,-4,True,3,"Q3",8,"August",35,"W35 2019",201935,-193,True,2,"Wednesday","W​​","Weekday","FY2020","FQ1 2020"
20190829,2019-08-29 00:00:00.000,2019,-4,True,3,"Q3",8,"August",35,"W35 2019",201935,-193,True,3,"Thursday","T​​​","Weekday","FY2020","FQ1 2020"
20190830,2019-08-30 00:00:00.000,2019,-4,True,3,"Q3",8,"August",35,"W35 2019",201935,-193,True,4,"Friday","F​​​​","Weekday","FY2020","FQ1 2020"
20190902,2019-09-02 00:00:00.000,2019,-4,True,3,"Q3",9,"September",36,"W36 2019",201936,-192,True,0,"Monday","M","Weekday","FY2020","FQ1 2020"
20190903,2019-09-03 00:00:00.000,2019,-4,True,3,"Q3",9,"September",36,"W36 2019",201936,-192,True,1,"Tuesday","T​","Weekday","FY2020","FQ1 2020"
20190904,2019-09-04 00:00:00.000,2019,-4,True,3,"Q3",9,"September",36,"W36 2019",201936,-192,True,2,"Wednesday","W​​","Weekday","FY2020","FQ1 2020"
20190905,2019-09-05 00:00:00.000,2019,-4,True,3,"Q3",9,"September",36,"W36 2019",201936,-192,True,3,"Thursday","T​​​","Weekday","FY2020","FQ1 2020"
20190906,2019-09-06 00:00:00.000,2019,-4,True,3,"Q3",9,"September",36,"W36 2019",201936,-192,True,4,"Friday","F​​​​","Weekday","FY2020","FQ1 2020"
20190909,2019-09-09 00:00:00.000,2019,-4,True,3,"Q3",9,"September",37,"W37 2019",201937,-191,True,0,"Monday","M","Weekday","FY2020","FQ1 2020"
20190910,2019-09-10 00:00:00.000,2019,-4,True,3,"Q3",9,"September",37,"W37 2019",201937,-191,True,1,"Tuesday","T​","Weekday","FY2020","FQ1 2020"
20190911,2019-09-11 00:00:00.000,2019,-4,True,3,"Q3",9,"September",37,"W37 2019",201937,-191,True,2,"Wednesday","W​​","Weekday","FY2020","FQ1 2020"
20190912,2019-09-12 00:00:00.000,2019,-4,True,3,"Q3",9,"September",37,"W37 2019",201937,-191,True,3,"Thursday","T​​​","Weekday","FY2020","FQ1 2020"
20190913,2019-09-13 00:00:00.000,2019,-4,True,3,"Q3",9,"September",37,"W37 2019",201937,-191,True,4,"Friday","F​​​​","Weekday","FY2020","FQ1 2020"
20190916,2019-09-16 00:00:00.000,2019,-4,True,3,"Q3",9,"September",38,"W38 2019",201938,-190,True,0,"Monday","M","Weekday","FY2020","FQ1 2020"
20190917,2019-09-17 00:00:00.000,2019,-4,True,3,"Q3",9,"September",38,"W38 2019",201938,-190,True,1,"Tuesday","T​","Weekday","FY2020","FQ1 2020"
20190918,2019-09-18 00:00:00.000,2019,-4,True,3,"Q3",9,"September",38,"W38 2019",201938,-190,True,2,"Wednesday","W​​","Weekday","FY2020","FQ1 2020"
20190919,2019-09-19 00:00:00.000,2019,-4,True,3,"Q3",9,"September",38,"W38 2019",201938,-190,True,3,"Thursday","T​​​","Weekday","FY2020","FQ1 2020"
20190920,2019-09-20 00:00:00.000,2019,-4,True,3,"Q3",9,"September",38,"W38 2019",201938,-190,True,4,"Friday","F​​​​","Weekday","FY2020","FQ1 2020"
20190923,2019-09-23 00:00:00.000,2019,-4,True,3,"Q3",9,"September",39,"W39 2019",201939,-189,True,0,"Monday","M","Weekday","FY2020","FQ1 2020"
20190924,2019-09-24 00:00:00.000,2019,-4,True,3,"Q3",9,"September",39,"W39 2019",201939,-189,True,1,"Tuesday","T​","Weekday","FY2020","FQ1 2020"
20190925,2019-09-25 00:00:00.000,2019,-4,True,3,"Q3",9,"September",39,"W39 2019",201939,-189,True,2,"Wednesday","W​​","Weekday","FY2020","FQ1 2020"
20190926,2019-09-26 00:00:00.000,2019,-4,True,3,"Q3",9,"September",39,"W39 2019",201939,-189,True,3,"Thursday","T​​​","Weekday","FY2020","FQ1 2020"
20190927,2019-09-27 00:00:00.000,2019,-4,True,3,"Q3",9,"September",39,"W39 2019",201939,-189,True,4,"Friday","F​​​​","Weekday","FY2020","FQ1 2020"
20190930,2019-09-30 00:00:00.000,2019,-4,True,3,"Q3",9,"September",40,"W40 2019",201940,-188,True,0,"Monday","M","Weekday","FY2020","FQ1 2020"
20191001,2019-10-01 00:00:00.000,2019,-4,True,4,"Q4",10,"October",40,"W40 2019",201940,-188,True,1,"Tuesday","T​","Weekday","FY2020","FQ2 2020"
20191002,2019-10-02 00:00:00.000,2019,-4,True,4,"Q4",10,"October",40,"W40 2019",201940,-188,True,2,"Wednesday","W​​","Weekday","FY2020","FQ2 2020"
20191003,2019-10-03 00:00:00.000,2019,-4,True,4,"Q4",10,"October",40,"W40 2019",201940,-188,True,3,"Thursday","T​​​","Weekday","FY2020","FQ2 2020"
20191004,2019-10-04 00:00:00.000,2019,-4,True,4,"Q4",10,"October",40,"W40 2019",201940,-188,True,4,"Friday","F​​​​","Weekday","FY2020","FQ2 2020"
20191007,2019-10-07 00:00:00.000,2019,-4,True,4,"Q4",10,"October",41,"W41 2019",201941,-187,True,0,"Monday","M","Weekday","FY2020","FQ2 2020"
20191008,2019-10-08 00:00:00.000,2019,-4,True,4,"Q4",10,"October",41,"W41 2019",201941,-187,True,1,"Tuesday","T​","Weekday","FY2020","FQ2 2020"
20191009,2019-10-09 00:00:00.000,2019,-4,True,4,"Q4",10,"October",41,"W41 2019",201941,-187,True,2,"Wednesday","W​​","Weekday","FY2020","FQ2 2020"
20191010,2019-10-10 00:00:00.000,2019,-4,True,4,"Q4",10,"October",41,"W41 2019",201941,-187,True,3,"Thursday","T​​​","Weekday","FY2020","FQ2 2020"
20191011,2019-10-11 00:00:00.000,2019,-4,True,4,"Q4",10,"October",41,"W41 2019",201941,-187,True,4,"Friday","F​​​​","Weekday","FY2020","FQ2 2020"
20191014,2019-10-14 00:00:00.000,2019,-4,True,4,"Q4",10,"October",42,"W42 2019",201942,-186,True,0,"Monday","M","Weekday","FY2020","FQ2 2020"
20191015,2019-10-15 00:00:00.000,2019,-4,True,4,"Q4",10,"October",42,"W42 2019",201942,-186,True,1,"Tuesday","T​","Weekday","FY2020","FQ2 2020"
20191016,2019-10-16 00:00:00.000,2019,-4,True,4,"Q4",10,"October",42,"W42 2019",201942,-186,True,2,"Wednesday","W​​","Weekday","FY2020","FQ2 2020"
20191017,2019-10-17 00:00:00.000,2019,-4,True,4,"Q4",10,"October",42,"W42 2019",201942,-186,True,3,"Thursday","T​​​","Weekday","FY2020","FQ2 2020"
20191018,2019-10-18 00:00:00.000,2019,-4,True,4,"Q4",10,"October",42,"W42 2019",201942,-186,True,4,"Friday","F​​​​","Weekday","FY2020","FQ2 2020"
20191021,2019-10-21 00:00:00.000,2019,-4,True,4,"Q4",10,"October",43,"W43 2019",201943,-185,True,0,"Monday","M","Weekday","FY2020","FQ2 2020"
20191022,2019-10-22 00:00:00.000,2019,-4,True,4,"Q4",10,"October",43,"W43 2019",201943,-185,True,1,"Tuesday","T​","Weekday","FY2020","FQ2 2020"
20191023,2019-10-23 00:00:00.000,2019,-4,True,4,"Q4",10,"October",43,"W43 2019",201943,-185,True,2,"Wednesday","W​​","Weekday","FY2020","FQ2 2020"
20191024,2019-10-24 00:00:00.000,2019,-4,True,4,"Q4",10,"October",43,"W43 2019",201943,-185,True,3,"Thursday","T​​​","Weekday","FY2020","FQ2 2020"
20191025,2019-10-25 00:00:00.000,2019,-4,True,4,"Q4",10,"October",43,"W43 2019",201943,-185,True,4,"Friday","F​​​​","Weekday","FY2020","FQ2 2020"
20191028,2019-10-28 00:00:00.000,2019,-4,True,4,"Q4",10,"October",44,"W44 2019",201944,-184,True,0,"Monday","M","Weekday","FY2020","FQ2 2020"
20191029,2019-10-29 00:00:00.000,2019,-4,True,4,"Q4",10,"October",44,"W44 2019",201944,-184,True,1,"Tuesday","T​","Weekday","FY2020","FQ2 2020"
20191030,2019-10-30 00:00:00.000,2019,-4,True,4,"Q4",10,"October",44,"W44 2019",201944,-184,True,2,"Wednesday","W​​","Weekday","FY2020","FQ2 2020"
20191031,2019-10-31 00:00:00.000,2019,-4,True,4,"Q4",10,"October",44,"W44 2019",201944,-184,True,3,"Thursday","T​​​","Weekday","FY2020","FQ2 2020"
20191101,2019-11-01 00:00:00.000,2019,-4,True,4,"Q4",11,"November",44,"W44 2019",201944,-184,True,4,"Friday","F​​​​","Weekday","FY2020","FQ2 2020"
20191104,2019-11-04 00:00:00.000,2019,-4,True,4,"Q4",11,"November",45,"W45 2019",201945,-183,True,0,"Monday","M","Weekday","FY2020","FQ2 2020"
20191105,2019-11-05 00:00:00.000,2019,-4,True,4,"Q4",11,"November",45,"W45 2019",201945,-183,True,1,"Tuesday","T​","Weekday","FY2020","FQ2 2020"
20191106,2019-11-06 00:00:00.000,2019,-4,True,4,"Q4",11,"November",45,"W45 2019",201945,-183,True,2,"Wednesday","W​​","Weekday","FY2020","FQ2 2020"
20191107,2019-11-07 00:00:00.000,2019,-4,True,4,"Q4",11,"November",45,"W45 2019",201945,-183,True,3,"Thursday","T​​​","Weekday","FY2020","FQ2 2020"
20191108,2019-11-08 00:00:00.000,2019,-4,True,4,"Q4",11,"November",45,"W45 2019",201945,-183,True,4,"Friday","F​​​​","Weekday","FY2020","FQ2 2020"
20191111,2019-11-11 00:00:00.000,2019,-4,True,4,"Q4",11,"November",46,"W46 2019",201946,-182,True,0,"Monday","M","Weekday","FY2020","FQ2 2020"
20191112,2019-11-12 00:00:00.000,2019,-4,True,4,"Q4",11,"November",46,"W46 2019",201946,-182,True,1,"Tuesday","T​","Weekday","FY2020","FQ2 2020"
20191113,2019-11-13 00:00:00.000,2019,-4,True,4,"Q4",11,"November",46,"W46 2019",201946,-182,True,2,"Wednesday","W​​","Weekday","FY2020","FQ2 2020"
20191114,2019-11-14 00:00:00.000,2019,-4,True,4,"Q4",11,"November",46,"W46 2019",201946,-182,True,3,"Thursday","T​​​","Weekday","FY2020","FQ2 2020"
20191115,2019-11-15 00:00:00.000,2019,-4,True,4,"Q4",11,"November",46,"W46 2019",201946,-182,True,4,"Friday","F​​​​","Weekday","FY2020","FQ2 2020"
20191118,2019-11-18 00:00:00.000,2019,-4,True,4,"Q4",11,"November",47,"W47 2019",201947,-181,True,0,"Monday","M","Weekday","FY2020","FQ2 2020"
20191119,2019-11-19 00:00:00.000,2019,-4,True,4,"Q4",11,"November",47,"W47 2019",201947,-181,True,1,"Tuesday","T​","Weekday","FY2020","FQ2 2020"
20191120,2019-11-20 00:00:00.000,2019,-4,True,4,"Q4",11,"November",47,"W47 2019",201947,-181,True,2,"Wednesday","W​​","Weekday","FY2020","FQ2 2020"
20191121,2019-11-21 00:00:00.000,2019,-4,True,4,"Q4",11,"November",47,"W47 2019",201947,-181,True,3,"Thursday","T​​​","Weekday","FY2020","FQ2 2020"
20191122,2019-11-22 00:00:00.000,2019,-4,True,4,"Q4",11,"November",47,"W47 2019",201947,-181,True,4,"Friday","F​​​​","Weekday","FY2020","FQ2 2020"
20191125,2019-11-25 00:00:00.000,2019,-4,True,4,"Q4",11,"November",48,"W48 2019",201948,-180,True,0,"Monday","M","Weekday","FY2020","FQ2 2020"
20191126,2019-11-26 00:00:00.000,2019,-4,True,4,"Q4",11,"November",48,"W48 2019",201948,-180,True,1,"Tuesday","T​","Weekday","FY2020","FQ2 2020"
20191127,2019-11-27 00:00:00.000,2019,-4,True,4,"Q4",11,"November",48,"W48 2019",201948,-180,True,2,"Wednesday","W​​","Weekday","FY2020","FQ2 2020"
20191128,2019-11-28 00:00:00.000,2019,-4,True,4,"Q4",11,"November",48,"W48 2019",201948,-180,True,3,"Thursday","T​​​","Weekday","FY2020","FQ2 2020"
20191129,2019-11-29 00:00:00.000,2019,-4,True,4,"Q4",11,"November",48,"W48 2019",201948,-180,True,4,"Friday","F​​​​","Weekday","FY2020","FQ2 2020"
20191202,2019-12-02 00:00:00.000,2019,-4,True,4,"Q4",12,"December",49,"W49 2019",201949,-179,True,0,"Monday","M","Weekday","FY2020","FQ2 2020"
20191203,2019-12-03 00:00:00.000,2019,-4,True,4,"Q4",12,"December",49,"W49 2019",201949,-179,True,1,"Tuesday","T​","Weekday","FY2020","FQ2 2020"
20191204,2019-12-04 00:00:00.000,2019,-4,True,4,"Q4",12,"December",49,"W49 2019",201949,-179,True,2,"Wednesday","W​​","Weekday","FY2020","FQ2 2020"
20191205,2019-12-05 00:00:00.000,2019,-4,True,4,"Q4",12,"December",49,"W49 2019",201949,-179,True,3,"Thursday","T​​​","Weekday","FY2020","FQ2 2020"
20191206,2019-12-06 00:00:00.000,2019,-4,True,4,"Q4",12,"December",49,"W49 2019",201949,-179,True,4,"Friday","F​​​​","Weekday","FY2020","FQ2 2020"
20191209,2019-12-09 00:00:00.000,2019,-4,True,4,"Q4",12,"December",50,"W50 2019",201950,-178,True,0,"Monday","M","Weekday","FY2020","FQ2 2020"
20191210,2019-12-10 00:00:00.000,2019,-4,True,4,"Q4",12,"December",50,"W50 2019",201950,-178,True,1,"Tuesday","T​","Weekday","FY2020","FQ2 2020"
20191211,2019-12-11 00:00:00.000,2019,-4,True,4,"Q4",12,"December",50,"W50 2019",201950,-178,True,2,"Wednesday","W​​","Weekday","FY2020","FQ2 2020"
20191212,2019-12-12 00:00:00.000,2019,-4,True,4,"Q4",12,"December",50,"W50 2019",201950,-178,True,3,"Thursday","T​​​","Weekday","FY2020","FQ2 2020"
20191213,2019-12-13 00:00:00.000,2019,-4,True,4,"Q4",12,"December",50,"W50 2019",201950,-178,True,4,"Friday","F​​​​","Weekday","FY2020","FQ2 2020"
20191216,2019-12-16 00:00:00.000,2019,-4,True,4,"Q4",12,"December",51,"W51 2019",201951,-177,True,0,"Monday","M","Weekday","FY2020","FQ2 2020"
20191217,2019-12-17 00:00:00.000,2019,-4,True,4,"Q4",12,"December",51,"W51 2019",201951,-177,True,1,"Tuesday","T​","Weekday","FY2020","FQ2 2020"
20191218,2019-12-18 00:00:00.000,2019,-4,True,4,"Q4",12,"December",51,"W51 2019",201951,-177,True,2,"Wednesday","W​​","Weekday","FY2020","FQ2 2020"
20191219,2019-12-19 00:00:00.000,2019,-4,True,4,"Q4",12,"December",51,"W51 2019",201951,-177,True,3,"Thursday","T​​​","Weekday","FY2020","FQ2 2020"
20191220,2019-12-20 00:00:00.000,2019,-4,True,4,"Q4",12,"December",51,"W51 2019",201951,-177,True,4,"Friday","F​​​​","Weekday","FY2020","FQ2 2020"
20191223,2019-12-23 00:00:00.000,2019,-4,True,4,"Q4",12,"December",52,"W52 2019",201952,-176,True,0,"Monday","M","Weekday","FY2020","FQ2 2020"
20191224,2019-12-24 00:00:00.000,2019,-4,True,4,"Q4",12,"December",52,"W52 2019",201952,-176,True,1,"Tuesday","T​","Weekday","FY2020","FQ2 2020"
20191225,2019-12-25 00:00:00.000,2019,-4,True,4,"Q4",12,"December",52,"W52 2019",201952,-176,True,2,"Wednesday","W​​","Weekday","FY2020","FQ2 2020"
20191226,2019-12-26 00:00:00.000,2019,-4,True,4,"Q4",12,"December",52,"W52 2019",201952,-176,True,3,"Thursday","T​​​","Weekday","FY2020","FQ2 2020"
20191227,2019-12-27 00:00:00.000,2019,-4,True,4,"Q4",12,"December",52,"W52 2019",201952,-176,True,4,"Friday","F​​​​","Weekday","FY2020","FQ2 2020"
20191230,2019-12-30 00:00:00.000,2019,-4,True,4,"Q4",12,"December",1,"W01 2020",202001,-175,True,0,"Monday","M","Weekday","FY2020","FQ2 2020"
20191231,2019-12-31 00:00:00.000,2019,-4,True,4,"Q4",12,"December",1,"W01 2020",202001,-175,True,1,"Tuesday","T​","Weekday","FY2020","FQ2 2020"
20200401,2020-04-01 00:00:00.000,2020,-3,True,2,"Q2",4,"April",14,"W14 2020",202014,-162,True,2,"Wednesday","W​​","Weekday","FY2020","FQ4 2020"
20200402,2020-04-02 00:00:00.000,2020,-3,True,2,"Q2",4,"April",14,"W14 2020",202014,-162,True,3,"Thursday","T​​​","Weekday","FY2020","FQ4 2020"
20200403,2020-04-03 00:00:00.000,2020,-3,True,2,"Q2",4,"April",14,"W14 2020",202014,-162,True,4,"Friday","F​​​​","Weekday","FY2020","FQ4 2020"
20200406,2020-04-06 00:00:00.000,2020,-3,True,2,"Q2",4,"April",15,"W15 2020",202015,-161,True,0,"Monday","M","Weekday","FY2020","FQ4 2020"
20200407,2020-04-07 00:00:00.000,2020,-3,True,2,"Q2",4,"April",15,"W15 2020",202015,-161,True,1,"Tuesday","T​","Weekday","FY2020","FQ4 2020"
20200408,2020-04-08 00:00:00.000,2020,-3,True,2,"Q2",4,"April",15,"W15 2020",202015,-161,True,2,"Wednesday","W​​","Weekday","FY2020","FQ4 2020"
20200409,2020-04-09 00:00:00.000,2020,-3,True,2,"Q2",4,"April",15,"W15 2020",202015,-161,True,3,"Thursday","T​​​","Weekday","FY2020","FQ4 2020"
20200410,2020-04-10 00:00:00.000,2020,-3,True,2,"Q2",4,"April",15,"W15 2020",202015,-161,True,4,"Friday","F​​​​","Weekday","FY2020","FQ4 2020"
20200413,2020-04-13 00:00:00.000,2020,-3,True,2,"Q2",4,"April",16,"W16 2020",202016,-160,True,0,"Monday","M","Weekday","FY2020","FQ4 2020"
20200414,2020-04-14 00:00:00.000,2020,-3,True,2,"Q2",4,"April",16,"W16 2020",202016,-160,True,1,"Tuesday","T​","Weekday","FY2020","FQ4 2020"
20200415,2020-04-15 00:00:00.000,2020,-3,True,2,"Q2",4,"April",16,"W16 2020",202016,-160,True,2,"Wednesday","W​​","Weekday","FY2020","FQ4 2020"
20200416,2020-04-16 00:00:00.000,2020,-3,True,2,"Q2",4,"April",16,"W16 2020",202016,-160,True,3,"Thursday","T​​​","Weekday","FY2020","FQ4 2020"
20200417,2020-04-17 00:00:00.000,2020,-3,True,2,"Q2",4,"April",16,"W16 2020",202016,-160,True,4,"Friday","F​​​​","Weekday","FY2020","FQ4 2020"
20200420,2020-04-20 00:00:00.000,2020,-3,True,2,"Q2",4,"April",17,"W17 2020",202017,-159,True,0,"Monday","M","Weekday","FY2020","FQ4 2020"
20200421,2020-04-21 00:00:00.000,2020,-3,True,2,"Q2",4,"April",17,"W17 2020",202017,-159,True,1,"Tuesday","T​","Weekday","FY2020","FQ4 2020"
20200422,2020-04-22 00:00:00.000,2020,-3,True,2,"Q2",4,"April",17,"W17 2020",202017,-159,True,2,"Wednesday","W​​","Weekday","FY2020","FQ4 2020"
20200423,2020-04-23 00:00:00.000,2020,-3,True,2,"Q2",4,"April",17,"W17 2020",202017,-159,True,3,"Thursday","T​​​","Weekday","FY2020","FQ4 2020"
20200424,2020-04-24 00:00:00.000,2020,-3,True,2,"Q2",4,"April",17,"W17 2020",202017,-159,True,4,"Friday","F​​​​","Weekday","FY2020","FQ4 2020"
20200427,2020-04-27 00:00:00.000,2020,-3,True,2,"Q2",4,"April",18,"W18 2020",202018,-158,True,0,"Monday","M","Weekday","FY2020","FQ4 2020"
20200428,2020-04-28 00:00:00.000,2020,-3,True,2,"Q2",4,"April",18,"W18 2020",202018,-158,True,1,"Tuesday","T​","Weekday","FY2020","FQ4 2020"
20200429,2020-04-29 00:00:00.000,2020,-3,True,2,"Q2",4,"April",18,"W18 2020",202018,-158,True,2,"Wednesday","W​​","Weekday","FY2020","FQ4 2020"
20200430,2020-04-30 00:00:00.000,2020,-3,True,2,"Q2",4,"April",18,"W18 2020",202018,-158,True,3,"Thursday","T​​​","Weekday","FY2020","FQ4 2020"
20200501,2020-05-01 00:00:00.000,2020,-3,True,2,"Q2",5,"May",18,"W18 2020",202018,-158,True,4,"Friday","F​​​​","Weekday","FY2020","FQ4 2020"
20200504,2020-05-04 00:00:00.000,2020,-3,True,2,"Q2",5,"May",19,"W19 2020",202019,-157,True,0,"Monday","M","Weekday","FY2020","FQ4 2020"
20200505,2020-05-05 00:00:00.000,2020,-3,True,2,"Q2",5,"May",19,"W19 2020",202019,-157,True,1,"Tuesday","T​","Weekday","FY2020","FQ4 2020"
