ProductKey,ProductAlternateKey,ProductSubcategoryKey,Weight Unit Measure Code,Size Unit Measure Code,English Product Name,Standard Cost,Finished Goods Flag,Color,Safety Stock Level,Reorder Point,List Price,Size,Size Range,Weight,Days To Manufacture,Product Line,Dealer Price,Class,Style,Model Name,English Description,Start Date,End Date,Status,ProductCategoryKey,Category,Subcategory
47,"HJ-5162",-1,"","","Thin-Jam Hex Nut 4","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
48,"HJ-5811",-1,"","","Thin-Jam Hex Nut 13","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
49,"HJ-5818",-1,"","","Thin-Jam Hex Nut 14","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
50,"HJ-7161",-1,"","","Thin-Jam Hex Nut 7","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
51,"HJ-7162",-1,"","","Thin-Jam Hex Nut 8","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
52,"HJ-9080",-1,"","","Thin-Jam Hex Nut 12","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
53,"HJ-9161",-1,"","","Thin-Jam Hex Nut 11","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
54,"HN-1024",-1,"","","Hex Nut 5","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
55,"HN-1032",-1,"","","Hex Nut 6","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
56,"HN-1213",-1,"","","Hex Nut 16","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
57,"HN-1220",-1,"","","Hex Nut 17","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
58,"HN-1224",-1,"","","Hex Nut 7","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
59,"HN-1420",-1,"","","Hex Nut 8","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
60,"HN-1428",-1,"","","Hex Nut 9","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
61,"HN-3410",-1,"","","Hex Nut 22","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
62,"HN-3416",-1,"","","Hex Nut 23","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
63,"HN-3816",-1,"","","Hex Nut 12","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
64,"HN-3824",-1,"","","Hex Nut 13","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
65,"HN-4402",-1,"","","Hex Nut 1","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
66,"HN-5161",-1,"","","Hex Nut 10","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
67,"HN-5162",-1,"","","Hex Nut 11","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
68,"HN-5400",-1,"","","Hex Nut 2","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
69,"HN-5811",-1,"","","Hex Nut 20","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
70,"HN-5818",-1,"","","Hex Nut 21","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
71,"HN-6320",-1,"","","Hex Nut 3","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
72,"HN-7161",-1,"","","Hex Nut 14","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
73,"HN-7162",-1,"","","Hex Nut 15","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
74,"HN-8320",-1,"","","Hex Nut 4","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
75,"HN-9161",-1,"","","Hex Nut 18","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
76,"HN-9168",-1,"","","Hex Nut 19","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
81,"KW-4091",-1,"","","Keyed Washer","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
82,"LE-1000",-1,"","","External Lock Washer 3","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
83,"LE-1200",-1,"","","External Lock Washer 4","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
84,"LE-1201",-1,"","","External Lock Washer 9","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
85,"LE-1400",-1,"","","External Lock Washer 5","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
86,"LE-3800",-1,"","","External Lock Washer 7","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
87,"LE-5160",-1,"","","External Lock Washer 6","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
88,"LE-6000",-1,"","","External Lock Washer 1","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
89,"LE-7160",-1,"","","External Lock Washer 8","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
90,"LE-8000",-1,"","","External Lock Washer 2","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
91,"LI-1000",-1,"","","Internal Lock Washer 3","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
92,"LI-1200",-1,"","","Internal Lock Washer 4","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
93,"LI-1201",-1,"","","Internal Lock Washer 9","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
94,"LI-1400",-1,"","","Internal Lock Washer 5","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
95,"LI-3800",-1,"","","Internal Lock Washer 7","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
96,"LI-5160",-1,"","","Internal Lock Washer 6","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
97,"LI-5800",-1,"","","Internal Lock Washer 10","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
98,"LI-6000",-1,"","","Internal Lock Washer 1","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
99,"LI-7160",-1,"","","Internal Lock Washer 8","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
100,"LI-8000",-1,"","","Internal Lock Washer 2","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
101,"LJ-1213",-1,"","","Thin-Jam Lock Nut 9","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
102,"LJ-1220",-1,"","","Thin-Jam Lock Nut 10","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
103,"LJ-1420",-1,"","","Thin-Jam Lock Nut 1","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
104,"LJ-1428",-1,"","","Thin-Jam Lock Nut 2","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
105,"LJ-3410",-1,"","","Thin-Jam Lock Nut 15","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
106,"LJ-3416",-1,"","","Thin-Jam Lock Nut 16","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
107,"LJ-3816",-1,"","","Thin-Jam Lock Nut 5","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
108,"LJ-3824",-1,"","","Thin-Jam Lock Nut 6","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
109,"LJ-5161",-1,"","","Thin-Jam Lock Nut 3","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
110,"LJ-5162",-1,"","","Thin-Jam Lock Nut 4","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
111,"LJ-5811",-1,"","","Thin-Jam Lock Nut 13","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
112,"LJ-5818",-1,"","","Thin-Jam Lock Nut 14","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
113,"LJ-7161",-1,"","","Thin-Jam Lock Nut 7","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
114,"LJ-7162",-1,"","","Thin-Jam Lock Nut 8","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
115,"LJ-9080",-1,"","","Thin-Jam Lock Nut 12","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
116,"LJ-9161",-1,"","","Thin-Jam Lock Nut 11","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
117,"LN-1024",-1,"","","Lock Nut 5","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
118,"LN-1032",-1,"","","Lock Nut 6","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
119,"LN-1213",-1,"","","Lock Nut 16","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
120,"LN-1220",-1,"","","Lock Nut 17","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
121,"LN-1224",-1,"","","Lock Nut 7","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
122,"LN-1420",-1,"","","Lock Nut 8","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
123,"LN-1428",-1,"","","Lock Nut 9","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
124,"LN-3410",-1,"","","Lock Nut 22","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
125,"LN-3416",-1,"","","Lock Nut 23","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
126,"LN-3816",-1,"","","Lock Nut 12","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
127,"LN-3824",-1,"","","Lock Nut 13","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
128,"LN-4400",-1,"","","Lock Nut 1","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
129,"LN-5161",-1,"","","Lock Nut 10","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
130,"LN-5162",-1,"","","Lock Nut 11","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
131,"LN-5400",-1,"","","Lock Nut 2","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
132,"LN-5811",-1,"","","Lock Nut 20","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
133,"LN-5818",-1,"","","Lock Nut 21","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
134,"LN-6320",-1,"","","Lock Nut 3","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
135,"LN-7161",-1,"","","Lock Nut 14","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
136,"LN-7162",-1,"","","Lock Nut 15","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
137,"LN-8320",-1,"","","Lock Nut 4","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
138,"LN-9080",-1,"","","Lock Nut 19","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
139,"LN-9161",-1,"","","Lock Nut 18","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
141,"LR-8520",-1,"","","Lower Head Race","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
142,"LW-1000",-1,"","","Lock Washer 4","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
143,"LW-1200",-1,"","","Lock Washer 5","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
144,"LW-1201",-1,"","","Lock Washer 10","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
145,"LW-1400",-1,"","","Lock Washer 6","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
146,"LW-3400",-1,"","","Lock Washer 13","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
147,"LW-3800",-1,"","","Lock Washer 8","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
148,"LW-4000",-1,"","","Lock Washer 1","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
149,"LW-5160",-1,"","","Lock Washer 7","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
150,"LW-5800",-1,"","","Lock Washer 12","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
151,"LW-6000",-1,"","","Lock Washer 2","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
152,"LW-7160",-1,"","","Lock Washer 9","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
153,"LW-8000",-1,"","","Lock Washer 3","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
154,"LW-9160",-1,"","","Lock Washer 11","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
155,"MA-7075",-1,"","","Metal Angle","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
156,"MB-2024",-1,"","","Metal Bar 1","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
157,"MB-6061",-1,"","","Metal Bar 2","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
158,"MP-2066",-1,"","","Metal Plate 2","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
159,"MP-2503",-1,"","","Metal Plate 1","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
160,"MP-4960",-1,"","","Metal Plate 3","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
161,"MS-0253",-1,"","","Metal Sheet 2","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
162,"MS-1256",-1,"","","Metal Sheet 3","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
163,"MS-1981",-1,"","","Metal Sheet 7","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
164,"MS-2259",-1,"","","Metal Sheet 4","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
165,"MS-2341",-1,"","","Metal Sheet 5","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
166,"MS-2348",-1,"","","Metal Sheet 6","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
167,"MS-6061",-1,"","","Metal Sheet 1","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
168,"MT-1000",-1,"","","Metal Tread Plate","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
170,"NI-9522",-1,"","","HL Nipple","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
176,"PB-6109",-1,"","","Pinch Bolt","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
177,"RA-2345",-1,"","","Cup-Shaped Race","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
