ProductKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,Sales Order Number,Sales Order Line Number,Order Quantity,Unit Price,Extended Amount,Unit Price Discount Pct,Discount Amount,Product Standard Cost,Total Product Cost,Sales Amount,Tax Amt,Freight,Customer PO Number,Temperature Key,OrderDateKey,ShipDateKey
528,12978,1,100,4,"SO61576",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest1",20230106,20230113
528,13092,1,100,4,"SO71459",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest5",20230527,20230603
528,13168,1,100,4,"SO67125",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest3",20230329,20230405
528,13723,1,100,4,"SO69832",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest5",20230504,20230511
528,14389,1,100,4,"SO69690",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest5",20230502,20230509
528,14390,1,100,4,"SO69969",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest5",20230506,20230513
528,14399,1,100,4,"SO56089",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest10",20221014,20221021
528,14403,1,100,4,"SO72989",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest6",20230615,20230622
528,14407,1,100,4,"SO74325",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest7",20230706,20230713
528,14463,1,100,4,"SO54065",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest9",20220909,20220916
528,14474,1,100,4,"SO75106",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest7",20230731,20230807
528,14479,1,100,4,"SO72887",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest6",20230614,20230621
528,14487,1,100,4,"SO59783",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest12",20221211,20221218
528,14488,1,100,4,"SO68048",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest4",20230411,20230418
528,14489,1,100,4,"SO69277",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest4",20230429,20230506
528,14490,1,100,4,"SO72305",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest6",20230606,20230613
528,14491,1,100,4,"SO58666",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest11",20221127,20221204
528,14493,1,100,4,"SO72380",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest6",20230607,20230614
528,14499,1,100,4,"SO69691",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest5",20230502,20230509
528,14500,1,100,4,"SO74708",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest7",20230718,20230725
528,14505,1,100,4,"SO52746",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest8",20220818,20220825
528,14507,1,100,4,"SO52637",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest8",20220816,20220823
528,14508,1,100,4,"SO58798",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest11",20221129,20221206
528,14513,1,100,4,"SO68765",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest4",20230422,20230429
528,14562,1,100,4,"SO58268",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest11",20221120,20221127
528,14564,1,100,4,"SO73449",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest6",20230621,20230628
528,14571,1,100,4,"SO64705",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest2",20230222,20230228
528,14593,1,100,4,"SO60347",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest12",20221219,20221226
528,14594,1,100,4,"SO56929",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest10",20221030,20221106
528,14595,1,100,4,"SO69692",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest5",20230502,20230509
528,14609,1,100,4,"SO60483",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest12",20221221,20221228
528,14612,1,100,4,"SO72304",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest6",20230606,20230613
528,14615,1,100,4,"SO69688",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest5",20230502,20230509
528,14620,1,100,4,"SO63388",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest2",20230202,20230209
528,14622,1,100,4,"SO57922",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest11",20221114,20221121
528,14623,1,100,4,"SO53947",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest9",20220907,20220914
528,14627,1,100,4,"SO61132",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest12",20221231,20230107
528,14630,1,100,4,"SO69893",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest5",20230505,20230512
528,14659,1,100,4,"SO58738",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest11",20221128,20221205
528,14663,1,100,4,"SO70899",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest5",20230519,20230526
528,14729,1,100,4,"SO62050",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest1",20230114,20230121
528,14742,1,100,4,"SO64406",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest2",20230218,20230225
528,14748,1,100,4,"SO63316",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest2",20230201,20230208
528,14749,1,100,4,"SO54495",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest9",20220917,20220924
528,14758,1,100,4,"SO57450",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest11",20221105,20221112
528,14759,1,100,4,"SO74573",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest7",20230714,20230721
528,14761,1,100,4,"SO52190",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest8",20220807,20220814
528,14762,1,100,4,"SO60988",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest12",20221229,20230105
528,14764,1,100,4,"SO72534",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest6",20230609,20230616
528,14870,1,100,4,"SO51900",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest8",20220801,20220808
528,14876,1,100,4,"SO57872",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest11",20221113,20221120
528,14899,1,100,4,"SO60073",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest12",20221215,20221222
528,14901,1,100,4,"SO52545",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest8",20220814,20220821
528,14903,1,100,4,"SO56205",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest10",20221016,20221023
528,14907,1,100,4,"SO65418",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest3",20230302,20230309
528,14919,1,100,4,"SO57215",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest11",20221101,20221108
528,14920,1,100,4,"SO56458",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest10",20221021,20221028
528,14921,1,100,4,"SO53035",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest8",20220824,20220831
528,15011,1,100,4,"SO61814",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest1",20230110,20230117
528,15013,1,100,4,"SO57399",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest11",20221104,20221111
528,15156,1,100,4,"SO55058",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest9",20220927,20221004
528,15158,1,100,4,"SO52696",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest8",20220817,20220824
528,15160,1,100,4,"SO75105",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest7",20230731,20230807
528,15161,1,100,4,"SO53215",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest8",20220827,20220903
528,15164,1,100,4,"SO62363",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest1",20230119,20230126
528,15165,1,100,4,"SO61755",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest1",20230109,20230116
528,15177,1,100,4,"SO71523",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest5",20230528,20230604
528,15190,1,100,4,"SO72378",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest6",20230607,20230614
528,15198,1,100,4,"SO52387",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest8",20220811,20220818
528,15202,1,100,4,"SO63026",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest1",20230130,20230206
528,15273,1,100,4,"SO55770",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest10",20221008,20221015
528,15274,1,100,4,"SO58220",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest11",20221119,20221126
528,15275,1,100,4,"SO53425",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest8",20220831,20220907
528,15281,1,100,4,"SO54740",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest9",20220921,20220928
528,15282,1,100,4,"SO67870",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest4",20230408,20230415
528,15285,1,100,4,"SO54499",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest9",20220917,20220924
528,15295,1,100,4,"SO60006",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest12",20221214,20221221
528,15296,1,100,4,"SO67800",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest4",20230407,20230414
528,15301,1,100,4,"SO53103",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest8",20220825,20220901
528,15305,1,100,4,"SO56565",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest10",20221023,20221030
528,15307,1,100,4,"SO55352",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest10",20221001,20221008
528,15316,1,100,4,"SO69687",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest5",20230502,20230509
528,15317,1,100,4,"SO57716",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest11",20221110,20221117
528,15319,1,100,4,"SO51948",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest8",20220802,20220809
528,15326,1,100,4,"SO64140",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest2",20230214,20230221
528,15327,1,100,4,"SO71520",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest5",20230528,20230604
528,15336,1,100,4,"SO74867",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest7",20230723,20230730
528,15344,1,100,4,"SO56354",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest10",20221019,20221026
528,15358,1,100,4,"SO72533",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest6",20230609,20230616
528,15360,1,100,4,"SO72752",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest6",20230612,20230619
528,15361,1,100,4,"SO74986",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest7",20230727,20230803
528,15366,1,100,4,"SO53154",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest8",20220826,20220902
528,15368,1,100,4,"SO55767",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest10",20221008,20221015
528,15375,1,100,4,"SO61813",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest1",20230110,20230117
528,15382,1,100,4,"SO63578",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest2",20230205,20230212
528,15383,1,100,4,"SO74827",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest7",20230722,20230729
528,15387,1,100,4,"SO71519",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest5",20230528,20230604
528,15392,1,100,4,"SO59935",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest12",20221213,20221220
528,15393,1,100,4,"SO73897",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest6",20230627,20230704
528,15397,1,100,4,"SO52940",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest8",20220822,20220829
528,15400,1,100,4,"SO57273",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest11",20221102,20221109
528,15401,1,100,4,"SO68707",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest4",20230421,20230428
528,15403,1,100,4,"SO60661",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest12",20221224,20221231
528,15405,1,100,4,"SO56983",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest10",20221031,20221107
528,15408,1,100,4,"SO65478",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest3",20230303,20230310
528,15412,1,100,4,"SO72607",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest6",20230610,20230617
528,15414,1,100,4,"SO52499",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest8",20220813,20220820
528,15431,1,100,4,"SO56818",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest10",20221028,20221104
528,15469,1,100,4,"SO52500",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest8",20220813,20220820
528,15470,1,100,4,"SO64271",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest2",20230216,20230223
528,15476,1,100,4,"SO52045",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest8",20220804,20220811
528,15477,1,100,4,"SO73057",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest6",20230616,20230623
528,15485,1,100,4,"SO54284",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest9",20220913,20220920
528,15487,1,100,4,"SO54003",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest9",20220908,20220915
528,15495,1,100,4,"SO74171",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest7",20230701,20230708
528,15496,1,100,4,"SO53896",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest9",20220906,20220913
528,15516,1,100,4,"SO61457",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest1",20230104,20230111
528,15533,1,100,4,"SO64556",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest2",20230220,20230227
528,15539,1,100,4,"SO68304",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest4",20230415,20230422
528,15541,1,100,4,"SO64754",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest2",20230223,20230301
528,15544,1,100,4,"SO56928",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest10",20221030,20221106
528,15545,1,100,4,"SO62260",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest1",20230117,20230124
528,15574,1,100,4,"SO74456",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest7",20230710,20230717
528,15736,1,100,4,"SO70275",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest5",20230510,20230517
528,15738,1,100,4,"SO73210",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest6",20230618,20230625
528,15741,1,100,4,"SO68766",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest4",20230422,20230429
528,15742,1,100,4,"SO52865",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest8",20220820,20220827
528,15747,1,100,4,"SO65766",1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,"","Southwest3",20230308,20230315
